Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time
1257,5.81,Clear,Medium,Afternoon,Bike,20,4.8,39.1
1258,12.8,Clear,Low,Evening,Scooter,20,8.8,55.2
1259,2.54,Foggy,Medium,Night,Scooter,14,2.7,40.9
1260,14.97,Clear,High,Morning,Scooter,22,7.2,86.8
1261,7.46,Clear,Low,Night,Bike,26,2.8,47.9
1262,20.14,Clear,Medium,Afternoon,Scooter,22,0.9,115.2
1263,8.45,Rainy,High,Night,Bike,7,3.2,56.5
1264,11.93,Clear,High,Night,Scooter,16,5.2,76.9
1265,1.28,Rainy,Medium,Night,Scooter,14,8.5,18.6
1266,2.74,Foggy,Medium,Night,Bike,32,5.3,49.0
1267,10.42,Rainy,Low,Evening,Bike,20,2.2,56.9
1268,12.52,Clear,Medium,Night,Scooter,29,9.9,69.5
1269,15.4,Foggy,High,Afternoon,Bike,13,3.1,131.8
1270,8.0,Clear,Medium,Morning,Bike,34,9.9,66.2
1271,17.68,Clear,Medium,Evening,Scooter,22,9.4,91.9
1272,21.64,Clear,Low,Night,Car,17,5.7,86.7
1273,19.72,Rainy,Medium,Morning,Bike,28,1.4,143.4
1274,1.95,Clear,Medium,Evening,Bike,18,7.1,33.9
1275,12.53,Clear,Medium,Afternoon,Scooter,23,8.5,68.7
1276,3.52,Clear,Low,Afternoon,Car,18,4.7,32.0
1277,6.81,Clear,Medium,Morning,Bike,6,2.8,36.4
1278,24.68,Rainy,Medium,Night,Bike,15,8.1,128.6
1279,4.42,Foggy,Low,Morning,Bike,30,5.7,46.7
1280,12.97,Rainy,Low,Evening,Car,12,2.4,68.7
1281,15.84,Clear,Low,Morning,Bike,7,9.5,59.7
1282,17.86,Clear,Medium,Morning,Bike,19,9.5,86.2
1283,14.43,Stormy,Medium,Night,Bike,17,4.0,118.5
1284,1.23,Clear,High,Afternoon,Bike,12,1.1,19.4
1285,8.84,Foggy,Low,Night,Scooter,17,6.5,43.0
1286,13.43,Clear,High,Afternoon,Bike,20,3.5,97.3
1287,3.11,Foggy,Medium,Night,Bike,26,1.1,52.1
1288,9.42,Clear,Medium,Afternoon,Bike,5,9.0,34.8
1289,1.8,Clear,Low,Night,Bike,34,10.0,30.8
1290,2.89,Rainy,Low,Afternoon,Scooter,6,3.8,19.2
1291,10.53,Rainy,High,Afternoon,Bike,17,7.6,78.4
1292,4.19,Clear,Medium,Afternoon,Car,33,1.1,48.9
1293,14.62,Rainy,Medium,Afternoon,Bike,18,4.0,99.5
1294,17.55,Rainy,Low,Night,Bike,6,1.5,74.5
1295,20.21,Clear,High,Evening,Bike,20,1.0,136.8
1296,5.8,Clear,Low,Afternoon,Car,18,6.1,32.3
1297,5.02,Clear,Medium,Afternoon,Bike,11,8.1,28.8
1298,3.51,Clear,Medium,Afternoon,Scooter,26,4.8,41.8
1299,16.27,Rainy,Medium,Afternoon,Bike,18,5.5,102.9
1300,17.96,Clear,Medium,Afternoon,Bike,22,3.1,102.2
1301,1.76,Clear,Medium,Morning,Bike,21,7.5,23.9
1302,23.47,Clear,High,Morning,Car,9,3.9,137.2
1303,2.25,Clear,High,Afternoon,Bike,15,1.1,35.5
1304,13.99,Clear,High,Afternoon,Scooter,22,2.1,102.6
1305,18.02,Clear,Low,Afternoon,Car,20,1.7,73.5
1306,21.9,Clear,High,Evening,Bike,30,4.6,150.6
1307,18.14,Stormy,Low,Night,Bike,14,1.1,114.5
1308,20.24,Clear,Low,Afternoon,Bike,10,8.2,65.6
1309,9.15,Rainy,High,Evening,Bike,18,9.1,78.1
1310,20.56,Clear,High,Evening,Bike,6,2.9,116.5
1311,2.92,Clear,Medium,Afternoon,Scooter,33,5.1,43.2
1312,22.48,Clear,High,Night,Scooter,31,5.4,144.4
1313,14.14,Clear,High,Morning,Scooter,13,9.9,80.7
1314,20.62,Stormy,Medium,Afternoon,Car,32,1.1,181.0
1315,11.86,Foggy,Medium,Afternoon,Bike,17,6.8,75.2
1316,16.45,Rainy,High,Morning,Bike,25,3.8,140.0
1317,13.63,Rainy,Low,Night,Bike,27,5.3,82.6
1318,18.56,Clear,Low,Morning,Bike,24,2.6,83.6
1319,2.96,Clear,High,Afternoon,Bike,16,2.0,36.4
1320,2.45,Foggy,Medium,Afternoon,Bike,6,2.8,18.9
1321,6.93,Rainy,Low,Evening,Scooter,7,1.2,33.9
1322,4.83,Rainy,Medium,Morning,Car,17,3.1,50.2
1323,21.92,Clear,Medium,Evening,Bike,25,7.1,102.5
1324,6.26,Clear,High,Evening,Scooter,5,6.7,33.7
1325,24.42,Foggy,Medium,Evening,Scooter,32,5.8,170.1
1326,9.09,Clear,Medium,Evening,Bike,24,0.5,61.6
1327,5.37,Clear,High,Morning,Bike,33,1.7,80.2
1328,19.95,Clear,High,Morning,Car,8,8.5,109.9
1329,16.81,Foggy,Medium,Morning,Scooter,22,3.1,124.2
1330,12.96,Clear,High,Afternoon,Car,29,9.2,86.4
1331,14.33,Foggy,Medium,Night,Bike,17,8.8,95.2
1332,18.26,Clear,Low,Evening,Bike,10,2.0,65.5
1333,6.48,Foggy,Low,Afternoon,Bike,29,9.0,55.2
1334,24.91,Rainy,Medium,Morning,Car,10,6.5,127.0
1335,24.4,Clear,Medium,Morning,Bike,19,6.5,114.6
1336,16.61,Rainy,Medium,Afternoon,Bike,22,8.6,93.4
1337,5.79,Clear,Medium,Evening,Bike,21,4.3,34.7
1338,17.33,Clear,Low,Morning,Bike,18,7.5,67.4
1339,2.73,Foggy,Low,Evening,Bike,8,6.8,17.2
1340,1.74,Clear,Medium,Evening,Scooter,33,7.8,31.4
1341,7.18,Clear,Low,Night,Bike,5,6.8,17.7
1342,12.1,Clear,Medium,Morning,Bike,12,1.3,50.3
1343,21.84,Clear,Medium,Afternoon,Bike,15,3.3,107.7
1344,18.45,Foggy,Medium,Night,Bike,17,9.4,107.8
1345,18.82,Clear,Medium,Evening,Bike,21,2.6,96.3
1346,11.21,Stormy,Medium,Afternoon,Bike,25,5.0,110.6
1347,9.3,Foggy,High,Night,Scooter,18,3.9,97.0
1348,9.9,Clear,High,Night,Bike,29,1.3,92.1
1349,24.7,Clear,High,Night,Bike,21,2.2,157.5
1350,1.96,Foggy,Medium,Evening,Bike,24,3.2,51.0
1351,21.81,Clear,Low,Evening,Bike,28,4.9,88.3
1352,14.89,Clear,Medium,Morning,Bike,28,8.8,73.8
1353,11.53,Clear,High,Night,Scooter,5,5.4,65.7
1354,18.41,Rainy,Low,Afternoon,Scooter,12,6.7,78.6
1355,12.68,Rainy,Low,Evening,Scooter,31,4.5,82.1
1356,21.96,Clear,Low,Night,Bike,32,8.8,86.3
1357,22.62,Clear,Medium,Afternoon,Bike,23,6.8,108.7
1358,11.12,Foggy,Medium,Evening,Scooter,34,1.4,100.9
1359,7.64,Rainy,Low,Afternoon,Bike,15,5.0,47.0
1360,15.22,Rainy,High,Afternoon,Bike,27,8.4,126.4
1361,22.9,Rainy,Medium,Morning,Scooter,14,7.5,120.2
1362,6.06,Clear,Medium,Evening,Bike,31,9.1,48.9
1363,15.95,Rainy,Medium,Evening,Scooter,5,2.7,86.0
1364,16.16,Clear,Low,Evening,Bike,9,9.8,47.2
1365,18.59,Clear,Medium,Evening,Bike,20,3.2,102.3
1366,4.16,Rainy,Medium,Morning,Car,24,1.0,55.4
1367,18.18,Clear,Medium,Morning,Bike,24,5.2,95.7
1368,22.82,Stormy,High,Night,Bike,32,1.5,263.6
1369,5.31,Clear,Medium,Evening,Bike,9,7.0,23.9
1370,6.7,Foggy,Low,Afternoon,Bike,20,9.1,52.9
1371,24.31,Foggy,Medium,Morning,Bike,7,9.3,134.2
1372,5.34,Clear,High,Afternoon,Bike,34,6.3,68.5
1373,21.51,Rainy,Low,Afternoon,Car,27,5.6,110.6
1374,12.81,Clear,Low,Afternoon,Car,6,9.9,48.4
1375,6.93,Foggy,Medium,Night,Scooter,21,6.0,65.8
1376,21.9,Clear,Medium,Night,Car,26,9.3,100.5
1377,11.69,Rainy,Low,Evening,Bike,32,9.2,67.2
1378,13.36,Clear,Medium,Morning,Bike,5,3.3,62.7
1379,9.62,Clear,Medium,Evening,Bike,20,0.6,62.5
1380,15.23,Clear,High,Night,Scooter,31,4.7,119.9
1381,4.92,Clear,Low,Night,Bike,27,8.7,37.0
1382,10.39,Rainy,High,Afternoon,Bike,28,8.4,99.8
1383,24.27,Rainy,Low,Evening,Scooter,34,6.2,109.0
1384,7.2,Rainy,Medium,Afternoon,Bike,6,2.0,49.5
1385,16.76,Clear,Medium,Night,Bike,24,1.5,99.3
1386,8.8,Clear,Medium,Evening,Bike,11,9.6,52.7
1387,19.56,Clear,High,Evening,Bike,15,4.5,117.7
1388,4.14,Foggy,Low,Morning,Bike,10,6.7,17.1
1389,24.28,Stormy,Medium,Night,Bike,6,9.1,154.1
1390,11.89,Clear,Low,Night,Bike,18,8.8,50.9
1391,6.67,Clear,Medium,Morning,Bike,8,5.9,31.7
1392,2.76,Clear,Low,Night,Bike,23,5.1,32.8
1393,5.07,Rainy,High,Afternoon,Car,29,7.5,66.5
1394,13.47,Rainy,High,Afternoon,Bike,26,3.8,122.5
1395,9.09,Rainy,High,Afternoon,Scooter,33,6.4,99.8
1396,20.89,Clear,Low,Evening,Scooter,32,0.7,111.6
1397,11.34,Rainy,Medium,Afternoon,Bike,6,8.3,53.9
1398,6.97,Rainy,Low,Night,Bike,6,10.0,32.7
1399,15.81,Clear,High,Morning,Bike,17,9.6,88.4
1400,17.96,Clear,Medium,Afternoon,Scooter,17,3.9,91.7
1401,5.01,Clear,Medium,Afternoon,Bike,7,5.5,21.8
1402,5.02,Clear,Medium,Evening,Bike,25,2.7,50.6
1403,1.88,Foggy,Low,Night,Bike,32,3.4,44.2
1404,18.67,Clear,Medium,Morning,Bike,10,4.8,86.4
1405,16.93,Foggy,Low,Night,Bike,25,7.6,84.3
1406,12.39,Rainy,High,Afternoon,Car,32,0.7,130.8
1407,21.26,Clear,High,Night,Bike,21,4.2,135.2
1408,20.34,Rainy,Medium,Morning,Bike,33,5.8,137.8
1409,15.05,Clear,High,Afternoon,Scooter,5,2.5,82.8
1410,21.84,Clear,Medium,Night,Scooter,11,1.2,110.4
1411,5.94,Clear,High,Morning,Bike,34,5.6,75.2
1412,3.69,Clear,Medium,Afternoon,Bike,30,6.6,34.7
1413,7.47,Clear,Medium,Afternoon,Bike,34,6.6,59.0
1414,2.37,Clear,Medium,Night,Bike,11,3.9,19.9
1415,13.75,Clear,Low,Evening,Bike,17,2.8,64.2
1416,23.48,Clear,Medium,Evening,Bike,30,2.6,124.1
1417,1.94,Foggy,Low,Morning,Bike,26,0.9,36.4
1418,3.93,Clear,High,Night,Car,13,2.3,42.8
1419,11.85,Rainy,Low,Morning,Bike,22,8.3,63.3
1420,23.41,Clear,Medium,Night,Bike,5,0.5,97.3
1421,8.59,Rainy,High,Morning,Car,15,0.9,77.2
1422,13.17,Clear,Low,Morning,Scooter,26,1.7,69.7
1423,2.0,Foggy,Medium,Night,Bike,26,4.5,46.0
1424,4.56,Clear,Medium,Evening,Bike,29,3.7,35.0
1425,24.68,Foggy,Low,Morning,Car,15,2.2,124.7
1426,24.16,Clear,High,Night,Bike,14,1.6,154.3
1427,1.12,Clear,Low,Night,Scooter,21,9.4,20.5
1428,23.84,Rainy,Low,Night,Car,31,9.2,115.2
1429,16.34,Clear,Medium,Afternoon,Bike,21,7.8,92.0
1430,21.83,Clear,Medium,Night,Scooter,16,2.9,106.4
1431,11.91,Clear,High,Night,Car,34,3.6,105.8
1432,13.37,Rainy,High,Afternoon,Scooter,32,6.8,120.1
1433,12.73,Stormy,Medium,Afternoon,Bike,14,3.3,102.8
1434,17.0,Clear,Medium,Evening,Car,16,5.5,81.3
1435,4.35,Foggy,Medium,Night,Bike,10,6.7,38.2
1436,1.72,Clear,Low,Morning,Scooter,25,5.4,20.2
1437,8.39,Clear,Medium,Afternoon,Bike,31,4.4,69.4
1438,17.91,Foggy,High,Afternoon,Bike,10,3.8,133.2
1439,5.84,Foggy,Medium,Evening,Bike,10,7.9,43.9
1440,17.16,Rainy,Low,Evening,Bike,33,7.5,94.8
1441,24.28,Clear,Medium,Evening,Bike,24,7.1,117.6
1442,3.25,Clear,Low,Night,Bike,30,4.1,38.1
1443,17.14,Clear,Medium,Night,Bike,12,7.9,73.0
1444,11.65,Clear,Medium,Night,Bike,9,9.6,49.0
1445,21.84,Clear,Medium,Afternoon,Car,10,7.0,89.7
1446,5.25,Foggy,Medium,Evening,Scooter,6,4.4,35.2
1447,17.62,Foggy,High,Afternoon,Bike,21,8.1,142.8
1448,21.11,Clear,Low,Morning,Bike,12,6.3,79.9
1449,23.67,Clear,High,Night,Bike,26,8.8,145.9
1450,17.4,Foggy,Medium,Afternoon,Bike,33,7.3,129.8
1451,12.93,Clear,High,Morning,Scooter,13,7.8,77.6
1452,15.83,Rainy,Medium,Afternoon,Scooter,25,6.8,103.6
1453,21.85,Clear,Low,Morning,Bike,12,1.4,93.3
1454,14.69,Clear,High,Afternoon,Scooter,27,5.1,101.2
1455,1.73,Stormy,Medium,Afternoon,Scooter,15,1.0,26.4
1456,23.34,Clear,Low,Night,Bike,14,4.8,89.4
1457,17.55,Clear,Low,Afternoon,Bike,21,7.3,65.4
1458,17.24,Clear,Medium,Afternoon,Bike,27,4.5,88.6
1459,6.18,Foggy,Medium,Evening,Bike,24,0.5,68.5
1460,16.81,Foggy,Medium,Afternoon,Bike,17,4.0,105.6
1461,10.45,Clear,Medium,Night,Bike,26,1.1,78.2
1462,16.63,Clear,Medium,Afternoon,Bike,13,7.9,76.4
1463,3.56,Rainy,High,Night,Bike,19,7.9,45.8
1464,16.79,Clear,Medium,Evening,Bike,17,8.2,75.2
1465,24.99,Rainy,Low,Night,Bike,17,0.8,120.9
1466,2.16,Clear,High,Evening,Bike,17,0.8,25.5
1467,24.45,Clear,Low,Evening,Bike,29,9.1,81.6
1468,10.77,Rainy,Medium,Evening,Bike,29,1.7,81.2
1469,21.9,Clear,Medium,Evening,Scooter,25,6.9,114.0
1470,19.78,Foggy,Medium,Evening,Scooter,8,8.1,103.3
1471,14.61,Clear,Low,Night,Bike,26,4.8,59.6
1472,18.72,Clear,Low,Evening,Bike,14,5.7,69.7
1473,22.08,Stormy,Medium,Evening,Scooter,19,2.7,188.6
1474,10.7,Clear,High,Evening,Scooter,25,9.3,84.6
1475,8.85,Rainy,Medium,Evening,Bike,32,3.4,76.5
1476,17.02,Clear,Medium,Evening,Scooter,14,2.6,80.9
1477,20.39,Rainy,Medium,Morning,Bike,25,5.5,121.8
1478,19.29,Rainy,Low,Afternoon,Bike,12,2.3,84.8
1479,20.15,Clear,Low,Afternoon,Car,14,7.0,75.9
1480,11.45,Foggy,Low,Evening,Bike,25,5.4,70.1
1481,20.63,Rainy,Medium,Evening,Car,21,1.9,124.1
1482,3.89,Clear,Low,Morning,Bike,9,1.1,13.8
1483,14.07,Rainy,Low,Evening,Bike,17,1.8,84.9
1484,1.14,Rainy,Medium,Morning,Bike,25,1.8,38.7
1485,8.79,Clear,High,Afternoon,Scooter,25,3.5,72.7
1486,9.8,Clear,High,Night,Bike,32,8.4,89.8
1487,10.51,Clear,Medium,Afternoon,Scooter,23,1.0,62.2
1488,17.69,Clear,Low,Night,Scooter,16,1.7,72.1
1489,10.33,Rainy,Medium,Night,Bike,16,3.4,68.5
1490,11.77,Clear,Low,Night,Bike,29,5.8,59.7
1491,6.7,Foggy,Medium,Evening,Bike,25,7.7,57.7
1492,9.96,Clear,High,Morning,Scooter,32,9.3,83.9
1493,6.45,Clear,Medium,Night,Car,6,4.4,23.2
1494,2.76,Rainy,High,Morning,Bike,25,1.5,53.8
1495,15.48,Clear,Medium,Afternoon,Bike,13,2.5,84.4
1496,17.04,Clear,Medium,Night,Bike,34,3.2,108.5
1497,15.87,Clear,Low,Afternoon,Bike,28,8.0,65.1
1498,12.12,Clear,High,Morning,Bike,26,7.0,82.9
1499,10.11,Clear,Low,Morning,Scooter,29,2.5,45.5
1500,21.72,Stormy,High,Afternoon,Car,27,8.5,221.1
1501,13.46,Clear,Medium,Morning,Scooter,6,8.7,57.8
1502,12.5,Foggy,Low,Afternoon,Bike,34,8.9,81.8
1503,1.62,Rainy,High,Morning,Bike,5,3.1,26.2
1504,9.19,Clear,Low,Evening,Bike,18,1.8,46.1
1505,10.12,Clear,High,Afternoon,Bike,17,1.5,77.8
1506,10.57,Foggy,Low,Night,Bike,7,4.3,44.8
1507,14.92,Foggy,High,Night,Bike,31,4.6,157.3
1508,13.81,Clear,Medium,Night,Scooter,24,8.7,72.6
1509,15.59,Clear,Medium,Morning,Bike,29,3.0,88.7
1510,19.36,Clear,Medium,Afternoon,Car,9,6.5,85.6
1511,20.51,Clear,Low,Morning,Bike,6,8.0,77.4
1512,18.23,Rainy,High,Night,Bike,30,3.1,171.4
1513,23.93,Foggy,Low,Evening,Bike,25,3.0,124.0
1514,1.44,Clear,Medium,Night,Bike,33,6.9,41.1
1515,5.7,Rainy,Medium,Night,Car,22,7.4,51.8
1516,1.18,Rainy,Medium,Night,Bike,13,9.6,23.6
1517,16.54,Clear,Low,Evening,Car,26,8.6,69.9
1518,22.55,Clear,Low,Evening,Bike,32,8.3,94.6
1519,6.84,Rainy,Low,Afternoon,Bike,32,7.1,59.7
1520,23.25,Foggy,High,Evening,Bike,16,1.6,182.4
1521,2.45,Rainy,Low,Afternoon,Car,9,8.2,18.4
1522,23.43,Clear,High,Evening,Bike,22,9.4,131.0
1523,9.44,Clear,Low,Afternoon,Car,27,4.2,48.9
1524,3.43,Clear,Low,Night,Bike,27,3.5,31.8
1525,12.66,Rainy,Medium,Evening,Bike,6,5.5,62.5
1526,7.16,Rainy,Low,Morning,Scooter,14,9.6,34.3
1527,7.84,Clear,Medium,Morning,Bike,26,1.0,52.4
1528,8.37,Foggy,High,Afternoon,Bike,14,7.2,72.2
1529,20.27,Rainy,Low,Evening,Scooter,30,8.2,102.5
1530,13.94,Rainy,High,Evening,Bike,7,8.0,96.2
1531,8.47,Stormy,Medium,Morning,Bike,28,5.9,91.0
1532,15.65,Clear,Low,Evening,Bike,18,9.2,66.3
1533,18.19,Foggy,Low,Evening,Bike,9,1.8,92.5
1534,7.54,Clear,High,Afternoon,Bike,28,2.8,82.0
1535,10.93,Clear,Low,Night,Bike,27,3.4,47.9
1536,3.93,Foggy,High,Morning,Scooter,34,0.6,86.0
1537,5.35,Foggy,Medium,Night,Bike,17,4.0,52.4
1538,17.35,Clear,Low,Evening,Scooter,31,2.0,74.4
1539,5.35,Rainy,Medium,Evening,Bike,28,7.4,66.9
1540,13.6,Rainy,High,Afternoon,Bike,32,4.4,128.1
1541,18.02,Foggy,Medium,Night,Bike,21,7.2,118.5
1542,3.57,Clear,Medium,Night,Scooter,10,3.3,29.0
1543,14.62,Foggy,High,Afternoon,Scooter,33,1.8,157.5
1544,7.16,Clear,Low,Night,Bike,33,1.8,57.0
1545,24.11,Clear,High,Afternoon,Bike,31,2.4,178.4
1546,12.61,Clear,High,Afternoon,Scooter,17,1.6,84.6
1547,20.34,Clear,Medium,Evening,Car,33,2.6,117.8
1548,14.21,Foggy,High,Evening,Scooter,16,6.0,122.9
1549,2.04,Clear,Medium,Evening,Bike,7,2.9,10.0
1550,16.2,Stormy,Medium,Afternoon,Bike,34,3.8,163.6
1551,23.83,Clear,Medium,Evening,Scooter,20,1.0,130.9
1552,15.44,Rainy,Medium,Morning,Bike,9,9.0,85.9
1553,20.66,Foggy,Medium,Morning,Bike,6,1.8,124.1
1554,22.22,Rainy,Low,Evening,Bike,15,3.8,109.3
1555,6.47,Rainy,Medium,Afternoon,Bike,8,4.1,42.7
1556,6.09,Rainy,Low,Morning,Car,26,7.8,38.0
1557,15.66,Foggy,Low,Evening,Car,5,5.1,68.0
1558,10.86,Foggy,Medium,Morning,Bike,17,4.1,77.4
1559,21.16,Clear,High,Morning,Bike,22,7.1,130.7
1560,22.6,Foggy,Medium,Morning,Scooter,20,6.2,139.7
1561,9.48,Clear,Medium,Night,Bike,6,1.2,44.9
1562,6.68,Clear,Low,Morning,Bike,13,3.5,33.1
1563,19.73,Foggy,Medium,Evening,Bike,31,9.8,137.6
1564,7.6,Clear,Low,Morning,Bike,16,5.1,37.5
1565,20.74,Foggy,Low,Evening,Bike,9,4.5,99.9
1566,11.17,Clear,Medium,Morning,Bike,9,1.9,45.2
1567,17.02,Clear,Medium,Morning,Bike,26,8.5,88.3
1568,3.29,Clear,Low,Night,Car,17,1.8,29.9
1569,15.97,Clear,Medium,Morning,Car,20,1.5,94.1
1570,11.84,Rainy,High,Evening,Scooter,30,4.7,122.5
1571,15.08,Clear,Low,Night,Bike,23,4.6,67.8
1572,5.03,Clear,Low,Night,Bike,13,9.8,26.0
1573,18.68,Clear,Medium,Morning,Scooter,20,1.7,95.8
1574,21.71,Clear,Low,Morning,Car,23,5.1,91.4
1575,6.2,Rainy,High,Afternoon,Bike,8,2.4,48.7
1576,3.3,Clear,Medium,Morning,Bike,32,7.2,44.8
1577,1.57,Rainy,Medium,Afternoon,Bike,19,4.2,29.3
1578,16.41,Foggy,Medium,Evening,Bike,13,6.7,99.2
1579,15.57,Rainy,Medium,Morning,Bike,20,3.7,104.9
1580,14.12,Foggy,Low,Morning,Car,30,5.9,89.8
1581,6.57,Clear,High,Afternoon,Bike,28,5.0,68.6
1582,10.38,Clear,Medium,Afternoon,Bike,10,4.1,49.5
1583,15.27,Foggy,Low,Night,Car,12,5.6,83.1
1584,12.92,Rainy,Medium,Night,Bike,5,4.1,71.0
1585,24.71,Rainy,Low,Morning,Car,18,8.2,109.9
1586,4.27,Rainy,Low,Evening,Bike,8,5.2,24.0
1587,17.68,Clear,Medium,Night,Car,14,9.1,75.4
1588,10.7,Clear,Medium,Night,Bike,31,2.6,76.6
1589,11.28,Rainy,Medium,Night,Car,20,1.6,78.2
1590,18.22,Rainy,Low,Afternoon,Bike,8,4.1,81.2
1591,17.62,Clear,Medium,Morning,Bike,6,2.2,64.0
1592,24.79,Foggy,Low,Afternoon,Bike,6,4.2,109.5
1593,4.08,Clear,Medium,Evening,Bike,17,2.5,33.5
1594,3.5,Clear,Medium,Afternoon,Bike,15,8.7,21.6
1595,18.38,Foggy,Medium,Morning,Car,14,5.9,113.7
1596,14.88,Rainy,High,Afternoon,Bike,29,5.2,131.2
1597,7.58,Clear,High,Evening,Scooter,10,8.0,48.6
1598,2.91,Clear,High,Morning,Bike,11,1.7,26.8
1599,3.06,Clear,High,Morning,Scooter,31,8.6,54.3
1600,22.46,Rainy,High,Morning,Bike,31,5.1,186.1
1601,5.6,Clear,High,Morning,Car,19,1.8,55.7
1602,8.76,Foggy,High,Evening,Bike,24,8.3,91.1
1603,6.44,Foggy,Medium,Morning,Bike,23,4.9,74.3
1604,9.52,Foggy,Low,Evening,Bike,7,6.2,45.1
1605,2.67,Clear,Low,Evening,Scooter,25,9.0,21.9
1606,13.46,Rainy,High,Afternoon,Scooter,31,9.0,113.6
1607,2.62,Clear,Medium,Afternoon,Scooter,18,9.0,30.0
1608,20.21,Clear,High,Morning,Bike,26,4.5,144.7
1609,6.61,Clear,Medium,Night,Bike,34,7.6,51.5
1610,13.96,Clear,Medium,Night,Car,6,2.7,62.9
1611,22.12,Foggy,Medium,Morning,Bike,27,8.4,138.8
1612,16.62,Clear,High,Evening,Bike,20,3.7,111.5
1613,13.79,Clear,Low,Afternoon,Scooter,27,4.9,55.9
1614,8.78,Stormy,High,Morning,Bike,21,9.0,109.3
1615,8.99,Clear,High,Morning,Scooter,19,8.2,71.4
1616,17.07,Rainy,Medium,Evening,Bike,34,9.5,102.3
1617,24.86,Clear,Medium,Afternoon,Car,33,4.0,142.0
1618,16.88,Clear,Low,Night,Car,17,1.9,78.7
1619,14.39,Foggy,Low,Night,Scooter,33,9.1,70.8
1620,18.54,Clear,Medium,Morning,Bike,33,5.2,94.3
1621,12.16,Rainy,Low,Morning,Bike,16,8.9,56.9
1622,2.44,Clear,Low,Morning,Car,11,7.5,22.0
1623,14.5,Clear,High,Morning,Bike,33,8.8,108.6
1624,23.98,Clear,Medium,Morning,Scooter,24,6.7,116.1
1625,5.21,Clear,Medium,Night,Bike,24,8.2,43.9
1626,17.56,Clear,Low,Morning,Bike,7,1.6,61.4
1627,5.82,Rainy,High,Afternoon,Bike,13,9.7,56.9
1628,13.86,Clear,High,Evening,Bike,7,2.2,83.2
1629,3.32,Clear,Medium,Night,Scooter,20,0.7,26.0
1630,11.81,Clear,High,Evening,Scooter,24,5.5,84.9
1631,19.15,Foggy,High,Evening,Bike,7,7.3,136.4
1632,9.34,Foggy,Medium,Morning,Scooter,12,7.3,59.7
1633,16.96,Rainy,Medium,Evening,Car,12,3.7,95.7
1634,20.09,Foggy,Low,Afternoon,Scooter,30,7.7,109.5
1635,23.25,Clear,Low,Morning,Bike,28,8.5,92.3
1636,6.63,Clear,Low,Night,Bike,19,6.3,28.6
1637,10.58,Rainy,Low,Afternoon,Car,9,4.2,55.8
1638,4.66,Rainy,Low,Night,Bike,17,6.3,31.8
1639,24.82,Clear,High,Morning,Car,19,8.7,144.1
1640,23.25,Clear,Low,Morning,Scooter,11,9.1,78.4
1641,13.96,Stormy,High,Night,Scooter,16,0.8,153.9
1642,21.21,Foggy,Medium,Evening,Car,7,1.7,131.0
1643,13.5,Clear,Low,Night,Scooter,12,0.5,56.8
1644,15.97,Rainy,Medium,Afternoon,Bike,14,5.2,93.2
1645,3.14,Clear,Low,Evening,Bike,6,4.6,10.0
1646,19.13,Clear,High,Morning,Bike,12,5.7,116.1
1647,4.07,Clear,High,Afternoon,Bike,26,7.0,49.3
1648,20.83,Clear,Low,Afternoon,Bike,22,4.0,88.8
1649,19.77,Clear,High,Morning,Bike,16,2.5,134.5
1650,18.01,Foggy,Medium,Evening,Bike,26,4.3,131.6
1651,1.87,Clear,Low,Morning,Bike,31,0.6,31.3
1652,8.28,Rainy,Medium,Afternoon,Car,30,8.4,68.0
1653,7.31,Clear,Medium,Afternoon,Scooter,22,4.1,63.3
1654,9.64,Clear,Low,Afternoon,Car,23,6.4,49.6
1655,3.1,Foggy,High,Morning,Bike,31,3.6,71.2
1656,23.49,Rainy,Low,Night,Bike,9,6.3,96.2
1657,14.29,Stormy,Medium,Afternoon,Bike,20,5.6,116.5
1658,8.33,Stormy,Low,Afternoon,Bike,21,2.5,61.0
1659,10.53,Clear,High,Evening,Bike,13,6.4,76.0
1660,11.73,Clear,High,Night,Bike,14,1.5,77.8
1661,15.41,Foggy,Low,Evening,Bike,23,5.1,85.9
1662,13.38,Stormy,Medium,Afternoon,Scooter,33,7.3,129.9
1663,23.07,Rainy,Low,Night,Scooter,16,5.7,109.8
1664,12.93,Rainy,High,Evening,Bike,5,7.6,80.0
1665,24.81,Rainy,Low,Morning,Bike,26,3.1,124.4
1666,21.43,Clear,High,Evening,Bike,21,1.0,147.2
1667,6.0,Rainy,High,Night,Bike,7,1.0,43.4
1668,23.33,Foggy,Medium,Evening,Car,11,3.1,132.8
1669,3.79,Rainy,Low,Night,Car,24,4.4,32.8
1670,20.62,Clear,Medium,Night,Bike,13,5.6,95.8
1671,10.13,Clear,Medium,Evening,Bike,27,7.7,63.7
1672,22.07,Clear,Medium,Evening,Bike,9,8.5,91.5
1673,21.83,Clear,Medium,Morning,Bike,13,7.1,100.2
1674,20.34,Foggy,Medium,Evening,Car,23,4.9,130.6
1675,19.96,Clear,Medium,Night,Scooter,15,3.0,96.9
1676,8.31,Clear,High,Afternoon,Bike,18,4.6,64.2
1677,2.94,Clear,Low,Evening,Bike,18,3.1,19.4
1678,10.67,Rainy,Medium,Evening,Scooter,12,6.4,75.2
